#Name,LogHD50,Co-solvent,SMILES,Reference
W0453,-0.06,,O=C%10O[C@]([C@@]9([H])C(=O)C([H])([H])[C@]8(/C7=C(\[H])C([H])([H])[C@]6([H])C([C@@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[S](=O)(=O)O)[C@]([H])(O[H])[C@@]1([H])O[C@]4([H])O[C@@]([H])([C@@]([H])(O[C@@]3([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[C@@]2([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])[C@]2([H])O[H])C([H])([H])O[H])[C@]3([H])O[H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]4([H])O[C@@]5([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]5([H])O[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]6([C@@]7([H])C([H])([H])C([H])([H])[C@@]89%10)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],"Hemolytic activities of triterpene glycosides from the holothurian order Dendrochirotida: some trends in the evolution of this group of toxins. Kalinin VI1, Prokofieva NG, Likhatskaya GN, Schentsova EB, Agafonova IG, Avilov SA, Drozdova OA. Toxicon. 1996 Apr;34(4):475-483."
W0454,0.279,,O=C%10O[C@]([C@@]9([H])C(=O)C([H])([H])[C@]8(/C7=C(\[H])C([H])([H])[C@]6([H])C([C@@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[S](=O)(=O)O)[C@]([H])(O[H])[C@@]1([H])O[C@]4([H])O[C@@]([H])([C@@]([H])(O[C@@]3([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[C@@]2([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])[C@]2([H])O[H])C([H])([H])O[S](=O)(=O)O)[C@]3([H])O[H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]4([H])O[C@@]5([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]5([H])O[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]6([C@@]7([H])C([H])([H])C([H])([H])[C@@]89%10)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],"Hemolytic activities of triterpene glycosides from the holothurian order Dendrochirotida: some trends in the evolution of this group of toxins. Kalinin VI1, Prokofieva NG, Likhatskaya GN, Schentsova EB, Agafonova IG, Avilov SA, Drozdova OA. Toxicon. 1996 Apr;34(4):475-483."
W0455,0.097,,O=C%10O[C@]([C@@]9([H])C(=O)C([H])([H])[C@]8(/C7=C(\[H])C([H])([H])[C@]6([H])C([C@@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[S](=O)(=O)O)[C@]([H])(O[H])[C@@]1([H])O[C@]4([H])O[C@@]([H])([C@@]([H])(O[C@@]3([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[C@@]2([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])[C@]2([H])O[H])C([H])([H])O[H])[C@]3([H])O[H])C([H])([H])O[S](=O)(=O)O)[C@]([H])(O[H])[C@@]4([H])O[C@@]5([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]5([H])O[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]6([C@@]7([H])C([H])([H])C([H])([H])[C@@]89%10)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],"Hemolytic activities of triterpene glycosides from the holothurian order Dendrochirotida: some trends in the evolution of this group of toxins. Kalinin VI1, Prokofieva NG, Likhatskaya GN, Schentsova EB, Agafonova IG, Avilov SA, Drozdova OA. Toxicon. 1996 Apr;34(4):475-483."
W0456,0.398,,O=C%10O[C@]([C@@]9([H])C(=O)C([H])([H])[C@]8(/C7=C(\[H])C([H])([H])[C@]6([H])C([C@@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[S](=O)(=O)O)[C@]([H])(O[H])[C@@]1([H])O[C@]4([H])O[C@@]([H])([C@@]([H])(O[C@@]3([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[C@@]2([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])[C@]2([H])O[H])C([H])([H])O[S](=O)(=O)O)[C@]3([H])O[H])C([H])([H])O[S](=O)(=O)O)[C@]([H])(O[H])[C@@]4([H])O[C@@]5([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]5([H])O[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]6([C@@]7([H])C([H])([H])C([H])([H])[C@@]89%10)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],"Hemolytic activities of triterpene glycosides from the holothurian order Dendrochirotida: some trends in the evolution of this group of toxins. Kalinin VI1, Prokofieva NG, Likhatskaya GN, Schentsova EB, Agafonova IG, Avilov SA, Drozdova OA. Toxicon. 1996 Apr;34(4):475-483."
W0457,0.398,,O=C%10O[C@]([C@@]9([H])C(=O)C([H])([H])[C@]8(/C7=C(\[H])C([H])([H])[C@]6([H])C([C@@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[C@]4([H])O[C@@]([H])([C@@]([H])(O[C@@]3([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[C@@]2([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])[C@]2([H])O[H])C([H])([H])O[H])[C@]3([H])O[H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]4([H])O[C@@]5([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]5([H])O[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]6([C@@]7([H])C([H])([H])C([H])([H])[C@@]89%10)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],"Hemolytic activities of triterpene glycosides from the holothurian order Dendrochirotida: some trends in the evolution of this group of toxins. Kalinin VI1, Prokofieva NG, Likhatskaya GN, Schentsova EB, Agafonova IG, Avilov SA, Drozdova OA. Toxicon. 1996 Apr;34(4):475-483."
W0458,0.279,,O=C%10O[C@]([C@@]9([H])C(=O)C([H])([H])[C@]8(/C7=C(\[H])C([H])([H])[C@]6([H])C([C@@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[C@]4([H])O[C@@]([H])([C@@]([H])(O[C@]3([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])C([H])([H])O[H])[C@@]3([H])O[H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]4([H])O[C@]5([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]5([H])O[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]6([C@@]7([H])C([H])([H])C([H])([H])[C@@]89%10)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],"Hemolytic activities of triterpene glycosides from the holothurian order Dendrochirotida: some trends in the evolution of this group of toxins. Kalinin VI1, Prokofieva NG, Likhatskaya GN, Schentsova EB, Agafonova IG, Avilov SA, Drozdova OA. Toxicon. 1996 Apr;34(4):475-483."
W0459,0.398,,O=C1O[C@]([C@]%10([H])[C@]19[C@](/C8=C(\[H])C([H])([H])[C@]7([H])C([C@@]([H])(O[C@]2([H])OC([H])([H])[C@@]([H])(O[S](=O)(=O)O)[C@]([H])(O[H])[C@@]2([H])O[C@]5([H])O[C@@]([H])([C@@]([H])(O[C@@]4([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[C@@]3([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])[C@]3([H])O[H])C([H])([H])O[S](=O)(=O)O)[C@]4([H])O[H])C([H])([H])O[S](=O)(=O)O)[C@]([H])(O[H])[C@@]5([H])O[C@@]6([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]6([H])O[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]7([C@@]8([H])C([H])([H])C9([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])C%10([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],"Hemolytic activities of triterpene glycosides from the holothurian order Dendrochirotida: some trends in the evolution of this group of toxins. Kalinin VI1, Prokofieva NG, Likhatskaya GN, Schentsova EB, Agafonova IG, Avilov SA, Drozdova OA. Toxicon. 1996 Apr;34(4):475-483."
W0460,-0.06,,O=C1O[C@]([C@]%10([H])[C@]19[C@](/C8=C(\[H])C([H])([H])[C@]7([H])C([C@@]([H])(O[C@]2([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[C@]5([H])O[C@@]([H])([C@@]([H])(O[C@@]4([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[C@@]3([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])[C@]3([H])O[H])C([H])([H])O[H])[C@]4([H])O[H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]5([H])O[C@@]6([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]6([H])O[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]7([C@@]8([H])C([H])([H])C9([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])C%10([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],"Hemolytic activities of triterpene glycosides from the holothurian order Dendrochirotida: some trends in the evolution of this group of toxins. Kalinin VI1, Prokofieva NG, Likhatskaya GN, Schentsova EB, Agafonova IG, Avilov SA, Drozdova OA. Toxicon. 1996 Apr;34(4):475-483."
W0461,0.079,,O=C1O[C@]([C@]9(O[H])[C@]12[C@]([C@@]8([H])C(=C([H])[C@]2([H])O[H])[C@@]7([C@@]([H])(C([C@@]([H])(O[C@]3([H])OC([H])([H])[C@@]([H])(O[S](=O)(=O)O)[C@]([H])(O[H])[C@@]3([H])O[C@]6([H])O[C@@]([H])([C@@]([H])(O[C@@]5([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[C@@]4([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])[C@]4([H])O[H])C([H])([H])O[H])[C@]5([H])O[H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]6([H])O[H])C([H])([H])[H])C([H])([H])C7([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C8([H])[H])C([H])([H])[H])(C([H])([H])C9([H])[H])C([H])([H])[H])([C@]%10([H])OC(C([H])([H])C%10([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Triterpene Glycosides from Sea Cucumbers (Holothurioidea): Structure, Function and Evolution, Kalinin VI, Aminin DL, Avilov SA, Silchenko AS, Stonik, VA, Studies in Natural Products Chemistry Volume 35, 2008, Pages 135-196"
W0462,0.532,,O=C1O[C@]([C@]7(O[H])[C@]12[C@]([C@@]6([H])C(=C([H])[C@]2([H])O[H])[C@@]5([C@]([H])(C([C@@]([H])(O[C@]3([H])OC([H])([H])[C@@]([H])(O[S](=O)(=O)O)[C@]([H])(O[H])[C@@]3([H])O[C@]4([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]4([H])O[H])C([H])([H])[H])C([H])([H])C5([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])[H])C([H])([H])[H])(C([H])([H])C7([H])[H])C([H])([H])[H])([C@]8([H])OC(C([H])([H])C8([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Triterpene Glycosides from Sea Cucumbers (Holothurioidea): Structure, Function and Evolution, Kalinin VI, Aminin DL, Avilov SA, Silchenko AS, Stonik, VA, Studies in Natural Products Chemistry Volume 35, 2008, Pages 135-196"
W0463,-0.097,,O=C1O[C@]([C@]9(O[H])[C@]12[C@]([C@@]8([H])C(=C([H])[C@]2([H])O[H])[C@@]7([C@@]([H])(C([C@@]([H])(O[C@]3([H])OC([H])([H])[C@@]([H])(O[S](=O)(=O)O)[C@]([H])(O[H])[C@@]3([H])O[C@]6([H])O[C@@]([H])([C@@]([H])(O[C@@]5([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[C@@]4([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])[C@]4([H])O[H])C([H])([H])O[H])[C@]5([H])O[H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]6([H])O[H])C([H])([H])[H])C([H])([H])C7([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C8([H])[H])C([H])([H])[H])(C([H])([H])C9([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C(OC(=O)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Triterpene Glycosides from Sea Cucumbers (Holothurioidea): Structure, Function and Evolution, Kalinin VI, Aminin DL, Avilov SA, Silchenko AS, Stonik, VA, Studies in Natural Products Chemistry Volume 35, 2008, Pages 135-196"
W0464,0.462,,O=C1O[C@]([C@]7(O[H])[C@@]16C(=O)C([H])=C5[C@@]4([C@@]([H])(C([C@@]([H])(O[C@]2([H])OC([H])([H])[C@@]([H])(O[S](=O)(=O)O)[C@]([H])(O[H])[C@@]2([H])O[C@]3([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])C([H])([H])[H])C([H])([H])C4([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]5([H])[C@@]6(C([H])([H])C7([H])[H])C([H])([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Triterpene Glycosides from Sea Cucumbers (Holothurioidea): Structure, Function and Evolution, Kalinin VI, Aminin DL, Avilov SA, Silchenko AS, Stonik, VA, Studies in Natural Products Chemistry Volume 35, 2008, Pages 135-196"
W0465,0.398,,O=C3O[C@]([C@]2([H])C(=O)C([H])([H])[C@]1([C@@]%11([H])C(=C([H])C([H])([H])[C@@]123)[C@@]%10([C@@]([H])(C([C@@]([H])(O[C@]6([H])OC([H])([H])[C@@]([H])(O[C@]5([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[C@]4([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(OC([H])([H])[H])[C@@]4([H])O[H])C([H])([H])O[H])[C@@]5([H])O[H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]6([H])O[C@]9([H])O[C@@]([H])([C@@]([H])(O[C@]8([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[C@@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])[C@]7([H])O[H])C([H])([H])O[H])[C@@]8([H])O[H])[C@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])[H])C([H])([H])C%10([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C%11([H])[H])C([H])([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],"Triterpene Glycosides from Sea Cucumbers (Holothurioidea): Structure, Function and Evolution, Kalinin VI, Aminin DL, Avilov SA, Silchenko AS, Stonik, VA, Studies in Natural Products Chemistry Volume 35, 2008, Pages 135-196"
W0466,0.644,,[H][C@]78/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@]([H])(C([C@@]([H])(O[C@@]2([H])O[C@@]([H])(C(=O)O[H])[C@]([H])(O[H])[C@@]([H])(O[C@@]1([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@]1([H])O[H])C([H])([H])[H])[C@]2([H])O[C@]3([H])O[C@@]([H])([C@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])C([H])([H])O[H])C([H])([H])C4([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]5([C@@]6(C([H])([H])[C@@]([H])(O[H])[C@]7([C@@]([H])(OC(=O)C(=C([H])C([H])([H])[H])C([H])([H])[H])[C@]([H])(OC(=O)C(=C([H])C([H])([H])[H])C([H])([H])[H])C(C8([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Haemolytic acylated triterpenoid saponins from Harpullia austro-caledonica, Voutquenne L, Guinot P, Froissard C, Thoison O, Litaudon M, Lavaud C., Phytochemistry. 2005 Apr;66(7):825-835."
W0467,1.013,,O=C6[C@]([H])(O[C@]5([H])O[C@@]([H])([C@]([H])(O[H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])C([H])([H])O[H])[C@@]2([H])O[C@]4([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[C@]3([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])C([H])([H])O[H])[C@@]4([H])O[H])C([H])([H])O[H])C([H])([H])O[H])[C@@]5([H])O[H])C([H])([H])O[H])C([H])([H])[C@@]7([H])[C@](C6([H])[H])([C@]8([H])[C@@]([H])(C([H])([H])[C@@]7([H])O[H])[C@]%11([H])[C@](C([H])([H])C8([H])[H])([C@]%10([H])[C@@]([H])(O[C@@]9(OC([H])([H])[C@@]([H])(C([H])([H])C9([H])[H])C([H])([H])[H])[C@@]%10([H])C([H])([H])[H])C%11([H])[H])C([H])([H])[H])C([H])([H])[H],"Haemolytic activity and immunological adjuvant effect of a new steroidal saponin from Allium ampeloprasum var. porrum, Adao CR, Pereira da Silva B, Tinoco LW, Parente JP. Chem Biodivers. 2012 Jan;9(1):58-67."
W0468,2.285,,[H][C@]58/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C@@]([H])(C([C@@]([H])(O[C@]1([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])C([H])([H])C2([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([C@@]4(C([H])=C([H])[C@@]5(C(=O)O[C@]6([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]6([H])O[C@@]7([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@]7([H])O[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C8([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"The adjuvanticity of Chiococca alba saponins increases with the length and hydrophilicity of their sugar chains, Nico D1, Borges RM, Brandao LM, Feijo DF, Gomes DC, Palatnik M, Rodrigues MM, da Silva AJ, Palatnik-de-Sousa CB., Vaccine. 2012 May 2;30(21):3169-3179."
W0469,2.226,,[H][C@]59/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C@@]([H])(C([C@@]([H])(O[C@]1([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])C([H])([H])C2([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([C@@]4(C([H])=C([H])[C@@]5(C(=O)O[C@]6([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]6([H])O[C@@]8([H])O[C@@]([H])([C@@]([H])(O[C@]7([H])OC([H])([H])[C@@](O[H])([C@@]7([H])O[H])C([H])([H])O[H])[C@]([H])(O[H])[C@]8([H])O[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C9([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"The adjuvanticity of Chiococca alba saponins increases with the length and hydrophilicity of their sugar chains, Nico D1, Borges RM, Brandao LM, Feijo DF, Gomes DC, Palatnik M, Rodrigues MM, da Silva AJ, Palatnik-de-Sousa CB., Vaccine. 2012 May 2;30(21):3169-3179."
W0470,2.174,,[H][C@]5%10/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C@@]([H])(C([C@@]([H])(O[C@]1([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])C([H])([H])C2([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([C@@]4(C([H])=C([H])[C@@]5(C(=O)O[C@]6([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]6([H])O[C@@]9([H])O[C@@]([H])([C@@]([H])(O[C@]7([H])OC([H])([H])[C@@](O[H])([C@@]7([H])O[H])C([H])([H])O[H])[C@]([H])(O[C@@]8([H])OC([H])([H])[C@@](O[H])([C@@]8([H])O[H])C([H])([H])O[H])[C@]9([H])O[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C%10([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"The adjuvanticity of Chiococca alba saponins increases with the length and hydrophilicity of their sugar chains, Nico D1, Borges RM, Brandao LM, Feijo DF, Gomes DC, Palatnik M, Rodrigues MM, da Silva AJ, Palatnik-de-Sousa CB., Vaccine. 2012 May 2;30(21):3169-3179."
W0471,1.922,,[H][C@]59/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C@@]([H])(C([C@@]([H])(O[C@]1([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])C([H])([H])C2([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([C@@]4(C([H])=C([H])[C@@]5(C(=O)O[C@]6([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]6([H])O[C@@]8([H])O[C@@]([H])([C@@]([H])(O[C@]7([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]7([H])O[H])[C@]([H])(O[H])[C@]8([H])O[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C9([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"The adjuvanticity of Chiococca alba saponins increases with the length and hydrophilicity of their sugar chains, Nico D1, Borges RM, Brandao LM, Feijo DF, Gomes DC, Palatnik M, Rodrigues MM, da Silva AJ, Palatnik-de-Sousa CB., Vaccine. 2012 May 2;30(21):3169-3179."
W0472,1.0,,O=C(O[C@]1([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[C@]4([H])O[C@]([H])([C@]([H])(O[C@]2([H])O[C@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@]2([H])O[H])C([H])([H])O[H])[C@@]([H])(O[C@]3([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])C([H])([H])O[H])[C@@]4([H])O[H])C([H])([H])[H])C([H])([H])O[C@]5([H])O[C@]([H])([C@]([H])(OC(=O)C(=C([H])C([H])([H])C([H])([H])[C@](O[H])(C([H])=C([H])[H])C([H])([H])[H])C([H])([H])[H])[C@@]([H])(O[H])[C@@]5([H])O[H])C([H])([H])[H])[C@@]%11%12C([H])([H])C([H])([H])[C@@]%10(/C(=C(/[H])C([H])([H])[C@]9([H])[C@@]8([C@]([H])([C@]([C@@]([H])(O[C@]6([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]6([H])O[C@]7([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])O[H])C([H])([H])O[H])[C@@]([H])(O[H])C8([H])[H])(C([H])([H])[H])C([H])([H])O[H])C([H])([H])C([H])([H])[C@@]9%10C([H])([H])[H])C([H])([H])[H])[C@@]%11([H])C([H])([H])C(C([H])([H])C%12([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"A new complex triterpenoid saponin from Samanea saman with haemolytic activity and adjuvant effect, Antony de Paula Barbosa, Bernadete Pereira da Silva, Jose Paz Parente, Phytochemistry Letters 5 (2012) 626-631."
W0473,0.58,,O=C(O[H])[C@@]%11([H])O[C@@]([H])(O[C@]1([H])C([C@]2([H])[C@](C([H])([H])C1([H])[H])([C@]6([H])[C@@](C([H])([H])C2([H])[H])([C@]3([C@]4(OC([H])([H])[C@@]5([C@]([H])(O[H])C3([H])[H])[C@]4([H])C([H])([H])C(C([H])([H])C5([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(O[C@@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@]7([H])O[H])C([H])([H])O[H])[C@@]([H])(O[C@]8([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]8([H])O[C@]9([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]9([H])O[C@]%10([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]%10([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H])[C@]%11([H])O[H],"In vitro growth inhibitory effects of 13,28-epoxyoleanane triterpene saponins in cancer cells, Haddad M, Lelamer A-C, Banuls LMY, Vasquez P, Carraz M, Vaisberg A, Castillo D, Sauhain M, Rojas R, Kiss R  Phytochemistry Letters 6 (2013) 128-134."
